name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Golden Dallah,"Irresistibly warm and exotic, Golden Dallah offers an enticing journey through accords of coffee and fresh spices.
Oriental and spicy in character, this precious perfume explodes on the skin with top notes of fresh, exotic spices. A rich heart of coffee absolute, incense and amber leads the nose to an earthy and inviting base accord of cocoa and Tonka bean.",https://www.xerjoff.com/3158-large_default/golden-dallah-eau-de-parfum-50ml.jpg,Xerjoff,"[""fresh exotic spices""]","[""amber"", ""cambodian oud"", ""coffee absolute"", ""incense"", ""rose absolute""]","[""cocoa"", ""tonka bean""]",https://www.xerjoff.com/coffee-break/405-golden-dallah-eau-de-parfum-50ml-8033488157906.html
Alexandria Iii,"Discover Xerjoff Alexandria III; a heady journey across the Orient, created in collaboration with Kostas, Xerjoff's Brand Ambassador.. Rare Laotian oud and Bulgarian rose blend with woody top notes of cinnamon, rosewood and lavender for an irresistibly indulgent scent.. The rarest and most desirable ingredient, intoxicating Laotian Oud evokes the most exotic lands, captivating and enchanting with every wear..",https://www.xerjoff.com/3396-large_default/alexandria-iii.jpg,Xerjoff,"[""cinnamon"", ""rose wood lavender""]","[""cedar wood""]","[""amber"", ""musk"", ""sandalwood"", ""vanilla""]",https://www.xerjoff.com/oud-stars/9031-alexandria-iii-8033488159207.html
Hayat,"Taking its name from the Arabic for ""life"", Hayat is a complex story of the Aristotelian elements of the universe; earth, fire, air and water.
Layered with such scents as saffron, cardamom, cedar wood and oud, Hayat from the Kemi Collection is an intriguing tale of light and shade.
Zesty bitter orange undertones welcome top notes of aromatic lavender, while rare and precious saffron casts an intoxicating spell.",https://www.xerjoff.com/4575-large_default/hayat-parfum-100ml.jpg,Xerjoff,"[""brazilian bitter orange"", ""bulgarian lavender"", ""iranian saffron""]","[""amber"", ""cardamom""]","[""oud""]",https://www.xerjoff.com/k-collection/10124-hayat-parfum-100ml.html
Hair Spray Lira,"The natural ingredients in Lira Perfumed Hair Mist make for beautifully nourished hair. Body-enhancing properties and conditioning effects help hair keratin, resulting in hair which is soft, light and full of shine and volume. This rich essence leaves the hair scented with the striking notes of the precious perfume Lira, while nourishing the hair and awakening the senses.",https://www.xerjoff.com/3819-large_default/lirahair-spray-.jpg,Xerjoff,"[""blood orange lavender flowers"", ""bergamot""]","[""cinnamon"", ""jasmine"", ""rose""]","[""caramel"", ""musk"", ""vanilla""]",https://www.xerjoff.com/casamorati/299-lirahair-spray--8033488154394.html
Personal Discovery Set,"Experience a world of olfactory pleasure at your fingertips with the Xerjoff Personal Discovery Set.. Take a piece of Xerjoff with you wherever you go with our new customisable mix and match sets comprised of three compact perfumes.. Available exclusively online, our mix and match functionality allows you to select three 15ml perfumes from a choice of fifteen perfumes..",https://www.xerjoff.com/3733-large_default/xerjoff-personal-discovery-set.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/xerjoff-discovery-set/9725-xerjoff-personal-discovery-set.html
1888,"Truly classic and timelessly elegant, 1888 Casamorati is a scent experience like no other.. Spicy oriental in character, this perfume serves as a sensual souvenir from a bygone era and is inherently Italian in spirit.. Opening with fresh green pepper and precious Iranian saffron, the exotic heart of Indonesian ylang-ylang and Moroccan neroli tempts and seduces..",https://www.xerjoff.com/3745-large_default/1888eau-de-parfum-30ml.jpg,Xerjoff,"[""green pepper"", ""cloves"", ""coriander""]","[""ylang-ylang""]","[""amber"", ""mysore sandalwood"", ""patchouli""]",https://www.xerjoff.com/casamorati/288-1888eau-de-parfum-30ml-8033488154509.html
Wardasina,"Literally translated as ‘small rose’, Wardasina is a deliciously floral scent with oriental character.
An elegant tribute to the most romantic flower of them all, this enchanting parfum opens with herbal top notes and a heart of Bulgarian rose with hints of cedar wood and patchouli.Vanilla, tobacco and musk conclude the story.",https://www.xerjoff.com/4864-large_default/wardasina-eau-de-parfum-50ml.jpg,Xerjoff,[],"[""bulgarian rose"", ""cedarwood patchouli"", ""spanish saffron""]","[""tobacco musk"", ""vanilla""]",https://www.xerjoff.com/xerjoff-vibe-collection/10504-wardasina-eau-de-parfum-50ml.html
Uden Overdose,"Ten years after introducing Uden, one of the bestsellers in the Shooting Stars collection, Xerjoff presents a powerful new version of the same perfume featuring a richer olfactive pyramid, UDEN OVERDOSE.. Dance upon the waves of the ocean with Uden Overdose, an enchanting fougere fragrance like no other.. Exuding power and strength with every note of Uden Overdose Xerjoff, this perfume is inspired by the tempestuous sea, with enticing top notes of lemon and bergamot..",https://www.xerjoff.com/3600-large_default/uden-overdose-parfum-50ml.jpg,Xerjoff,"[""bergamot"", ""lemon""]","[""coffee"", ""ginger"", ""tobacco flowers""]","[""amber"", ""musk""]",https://www.xerjoff.com/shooting-stars/428-uden-overdose-parfum-50ml.html
Mamluk,"Sensual, intoxicating and irresistibly seductive, Mamluk by Xerjoff is a rare and precious journey through the Far East.
Deep and resinous in spirit, top notes of rich honey and caramel accord captivate and enchant while heart notes of jasmine, osmnathus and Loastian benzoin hint at floral aromatics with oriental charm.
An enticing base of Madagascan vanilla, Laotian oud and amber set the senses alight, as the luxuriant scent reveals itself on the skin.",https://www.xerjoff.com/3323-large_default/mamlukparfum-50ml.jpg,Xerjoff,"[""caramel accord"", ""honey"", ""italian bergamot""]","[""jasmine"", ""laostian benzoin"", ""osmanthus""]","[""amber"", ""vanilla madagascar""]",https://www.xerjoff.com/oud-stars/182-mamlukparfum-50ml-8033488153465.html
Tony Iommi Deified,"Step into a parallel universe where mystery possesses the mind in a dark and decadent experience that casts subliminal shadows on the wearer.. The second chapter of the almighty collaboration between the greatest riff master of all time, Black Sabbath’s legendary guitarist and rock composer, Tony Iommi and Xerjoff’s esteemed founder, Sergio Momo.. A combination of forces that play on the palindromic nature of sound, scent and sensorial sequences, Tony Iommi  Deified parfum is the new Xerjoff Blends venture that presents Deified perfume along with an original soundtrack and music video..",https://www.xerjoff.com/4963-large_default/tony-iommi-deified-parfum-50ml.jpg,Xerjoff,"[""saffron"", ""apple"", ""cinnamon""]","[""leather"", ""rose""]","[""moss"", ""musk"", ""papyrus"", ""patchouli""]",https://www.xerjoff.com/blends/10530-tony-iommi-deified-parfum-50ml.html
Dolce Amalfi,"Take an unforgettable journey across the Amalfi Coast with this beguiling scent.
Romantic and beautiful, Dolce Amalfi Casamorati immediately evokes the ancient roads of its namesake town, with gourmand top notes of apple, saffron, quince and cardamom.
Intense heart notes of clove bud, incense and tolu balsam lead to a woody base accord of vanilla, tonka bean and cedarwood.",https://www.xerjoff.com/5016-large_default/dolce-amalfieau-de-parfum-100ml.jpg,Xerjoff,"[""saffron"", ""cardamom"", ""quince""]","[""clove bud"", ""tolu balsam"", ""incense""]","[""amber"", ""cedarwood"", ""musk"", ""tonka bean"", ""vanilla""]",https://www.xerjoff.com/casamorati/382-dolce-amalfieau-de-parfum-100ml-8033488150112.html
Red Hoba,"Deep in the heart of the smouldering desert sands, Xerjoff Red Hoba appears like a mirage on the landscape.. Quiet and understated, this gourmand scent opens with soft spices of cinnamon, cardamom and a fresh note of bergamot.. Travelling to an intriguing accord of iris, jasmine and patchouli, it is anchored by a warm sandalwood and musk base..",https://www.xerjoff.com/3585-large_default/red-hoba-parfum-100ml.jpg,Xerjoff,"[""bergamot"", ""cardamom"", ""cinnamon""]","[""incense"", ""iris"", ""jasmine"", ""patchouli""]","[""cashmeran guaiac wood"", ""labdanum"", ""musks"", ""sandalwood""]",https://www.xerjoff.com/shooting-stars/175-red-hoba-parfum-100ml-8033488151973.html
Bouquet Ideale,"Lose yourself in the romantic embrace of Bouquet Ideale, a spicy oriental perfume with irresistible charm.
Cosy cinnamon marks its entrance, as the unique accord of Guaiac wood, papyrus, cedar wood and amyris sit at the heart. Dreamy and flamboyant, Bouquet Ideale Casamorati is undeniably Italian in character, with a warm base of tobacco flowers, vanilla and musk.",https://www.xerjoff.com/3758-large_default/bouquet-idealeeau-de-parfum-30ml.jpg,Xerjoff,"[""cinnamon"", ""nutmeg""]","[""cedar wood"", ""guaiac wood""]","[""coumarin"", ""musks"", ""tobacco flowers"", ""vanilla""]",https://www.xerjoff.com/casamorati/285-bouquet-idealeeau-de-parfum-30ml-8033488154516.html
Torino21,"Xerjoff celebrates the most significant tennis tournament held in Turin, Italy, with the intoxicating notes of TORINO21.. A vigorously energetic perfume that transports the wearer to the tennis courts.. Upliftingly fresh and dynamic, TORINO21 evokes the adrenaline and triumph of the accelerated atmosphere of a fast-paced match..",https://www.xerjoff.com/5069-large_default/torino21-tennis-club-eau-de-parfum-100ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/10538-torino21-tennis-club-eau-de-parfum-100ml.html
Wardasina,"Literally translated as ‘small rose’, Wardasina is a deliciously floral scent with oriental character.
An elegant tribute to the most romantic flower of them all, this enchanting parfum opens with herbal top notes and a heart of Bulgarian rose with hints of cedar wood and patchouli.Vanilla, tobacco and musk conclude the story.",https://www.xerjoff.com/4857-large_default/wardasina-eau-de-parfum-100ml.jpg,Xerjoff,[],"[""bulgarian rose"", ""cedarwood patchouli"", ""spanish saffron""]","[""tobacco musk"", ""vanilla""]",https://www.xerjoff.com/xerjoff-vibe-collection/10503-wardasina-eau-de-parfum-100ml.html
Apollonia,"Apollonia  is a truly unforgettable experience inspired by the enchanting night sky.. Evoking the charm and mystery of deep space, it exudes the beauty of a dark sky illuminated by a sea of shining stars.. Delicately floral in character, Apollonia opens to top notes of white flowers, leading to a fragrant heart of iris butter and closing with a classic white musk base..",https://www.xerjoff.com/3504-large_default/apollonia.jpg,Xerjoff,"[""white flowers""]","[""iris butter""]","[""white musk""]",https://www.xerjoff.com/shooting-stars/9024-apollonia-8033488159139.html
Amphorae 56,"This product is only available upon request.. Contact our team to place your order

Leather and chocolate notes are the extrovert beginning of a fancy voyage offered by Amphorae 56.. 56’s complexity spreads gently and harmonically with time..",https://www.xerjoff.com/4364-large_default/amphorae-56-attar-oil.jpg,Xerjoff,"[""birch bark"", ""brazilian orange""]",[],[],https://www.xerjoff.com/amphorae/9897-amphorae-56-attar-oil.html
Aqua Regia,"Aqua Regia evokes all that is noble in the alchemic world.
Conjuring up the dazzle of gold and the resilience of platinum, it casts a powerful spell over everything it touches.
Dignified and masterful, this unique scent blends bergamot, orris and cedar.",https://www.xerjoff.com/4503-large_default/aqua-regia-parfum-100ml.jpg,Xerjoff,"[""bergamot reggio calabria"", ""blackcurrant"", ""leather""]","[""caramel"", ""italian tuscan orris"", ""violet""]","[""cedar"", ""musk""]",https://www.xerjoff.com/k-collection/10125-aqua-regia-parfum-100ml.html
Blue Hope,"Complex and intriguing, Blue Hope is an olfactory experience like no other.. Defined by its oriental character, this scent takes the nose on an unexpected journey through fresh bergamot to classic jasmine and cedar wood.. A comforting base of vanilla and musk adds an irresistibly nostalgic undertone..",https://www.xerjoff.com/3512-large_default/blue-hope-parfum-100ml.jpg,Xerjoff,"[""bergamot"", ""mandarin""]","[""cedar wood"", ""jasmine"", ""saffron""]","[""castoreum"", ""musks"", ""vanilla""]",https://www.xerjoff.com/shooting-stars/176-blue-hope-parfum-100ml.html
Casamorati Exclusive Set,"CASAMORATI EXCLUSIVE
Kit Collection with assorted Sample",https://www.xerjoff.com/4180-large_default/casamorati-exclusive-set-10-sample.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/luxury-experience-set/440-casamorati-exclusive-set-10-sample.html
Hair Spray Bouquet Ideale,"The natural ingredients in Bouquet Ideale Perfumed Hair Mist make for beautifully nourished hair. Body-enhancing properties and conditioning effects help hair keratin, resulting in hair which is soft, light and full of shine and volume. This rich essence leaves the hair scented with the romantic notes of the precious perfume Bouquet Ideale, while nourishing the hair and awakening the senses.",https://www.xerjoff.com/3755-large_default/bouquet-idealehair-spray-.jpg,Xerjoff,"[""cinnamon"", ""nutmeg""]","[""cedar wood"", ""guaiac wood""]","[""coumarin"", ""musks"", ""tobacco flowers"", ""vanilla""]",https://www.xerjoff.com/bouquet-ideale/293-bouquet-idealehair-spray--8033488154363.html
Amphorae 27,"This product is only available upon request.. Contact our team to place your order.. Dark and sensual, this complex blend hits the senses with a unique warmth of wood and spice..",https://www.xerjoff.com/4345-large_default/amphorae-27-attar-oil.jpg,Xerjoff,"[""brazilian orange cardamom"", ""calabrian bergamot"", ""cumin"", ""black pepper"", ""cloves""]","[""nutmeg ylang-ylang"", ""bulgarian rose""]","[""civet ambergris"", ""musk""]",https://www.xerjoff.com/amphorae/9894-amphorae-27-attar-oil.html
La Capitale,"The sweet and powdery temptation of La Capitale Xerjoff is hard to resist.
Opening with fresh strawberry, peach and caramel, this oriental aromatic  scent is a sensual journey through warming ingredients. At the heart, Iranian saffron, ginger, rose and amber cast an intoxicating spell whilst a classic base accord of oud and vanilla bourbon serves only to entice further.",https://www.xerjoff.com/3623-large_default/la-capitale-parfum.jpg,Xerjoff,"[""caramel"", ""labdanum"", ""peach"", ""strawberry""]","[""ginger"", ""iranian saffron"", ""leather"", ""rose amber""]","[""benzoin"", ""oud"", ""vanilla bourbon""]",https://www.xerjoff.com/spotlight/9016-la-capitale-parfum.html
Comandante!,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.
In keeping with the rare nature of these scents, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.
Comandante is Xerjoff's tribute to the classic smoking clubs of old in this powerful and intense scent.",https://www.xerjoff.com/3220-large_default/comandante-eau-de-parfum-100ml.jpg,Xerjoff,"[""coffee"", ""rum""]","[""tobacco"", ""leather""]","[""tonka bean"", ""vanilla"", ""woods""]",https://www.xerjoff.com/jtc-join-the-club/394-comandante-eau-de-parfum-100ml-8033488155193.html
Zafar,"Zafar is the most intense evocation of Arabia; a sumptuous expression of traditional Arab perfumery and created from pure oud distillation.
Blended from the most precious ingredients sourced over three years, this classically oriental scent hits high notes of rose and black pepper, gently leading the nose into Laotian oud, Moroccan neroli and white flowers.
Intoxicating and irresistible, Zafar Xerjoff has a warming and exotic base of cedar, incense, Haitan vetiver and musk.",https://www.xerjoff.com/3328-large_default/zafarparfum-50ml.jpg,Xerjoff,"[""black pepper"", ""rose""]","[""white flowers""]","[""cedar"", ""haitian vetiver"", ""incense"", ""musk"", ""oud burmi""]",https://www.xerjoff.com/oud-stars/184-zafarparfum-50ml-8033488153762.html
1986,"Support World Cancer Day with Xerjoff.. An awareness day that takes place annually on February 4th.. A day that aims to educate and raise awareness, while encouraging entities globally to take action towards the defeat of the disease..",https://www.xerjoff.com/4092-large_default/1986-.jpg,Xerjoff,"[""green tea"", ""mandarin""]","[""cardamom""]","[""orange blossom""]",https://www.xerjoff.com/spray-to-help/9689-1986--8054320900115.html
Elle,"The opening chapter of the Xerjoff story, Elle is the first perfume created for this collection.. Deliciously feminine and floral, Elle opens with the most inspiring top notes of Calabrian bergamot, lily of the valley and Mediterranean neroli.. Oriental in character, this gorgeous scent is inspired by the minerals and semi-precious stones on display at London's iconic Natural History Museum..",https://www.xerjoff.com/3414-large_default/elle-eau-de-parfum-100ml.jpg,Xerjoff,"[""calabrian bergamot"", ""iranian galbanum"", ""neroli""]","[""bulgarian rose"", ""florentine iris"", ""indian sambac jasmine""]","[""amber"", ""coumarin"", ""musks"", ""tonkiphora balsam""]",https://www.xerjoff.com/1717-stone-label/388-elle-eau-de-parfum-100ml-8033488155421.html
Java Blossom,"Java blossom is a unique collaboration of hesperidic Chypre bergamot of Calabria, indolic tuberose, creamy Haitian vetiver and dark oud.
Creamy, smoky, milky sandalwood and Indian oud join, enhance the viscosity and add a jovial aura to the sensuality of tuberose and vetiver.",https://www.xerjoff.com/5164-large_default/java-blossom-attar-oil-15ml.jpg,Xerjoff,"[""vetiver""]",[],"[""vetiver""]",https://www.xerjoff.com/xj-oud/195-java-blossom-attar-oil-15ml-8033488152628.html
Amphorae 39,"This product is only available upon request.. Contact our team to place your order

Amphorae 39 is a rare combination of aged musk infusion and Mediterranean citrus.. It’s deep and dark; its complexity reveals an enchanting allure of exotic spices, flowers and a touch of sweet vanilla to emphasize the patchouli and spice blends..",https://www.xerjoff.com/4352-large_default/amphorae-39-attar-oil.jpg,Xerjoff,"[""black pepper"", ""brazilian orange cardamom"", ""calabrian bergamot"", ""cumin"", ""cloves""]","[""nutmeg ylang-ylang""]",[],https://www.xerjoff.com/amphorae/9895-amphorae-39-attar-oil-8054320900580.html
Discovery Set Iii - Xerjoff,"""Three travellers throughout history.""
Discover uncompromising rare elixirs for mystery, exoticism and sensuality that break cultural barriers in this unique journey with Xerjoff.
Thanks to the new Xerjoff Discovery Sets, each one composed of three 15ml flacons, you can discover a selection of our Universe, but above all, thanks to their innovative pocket size, you can always take them with you!
NAXOS - ALEXANDRIA II - GOLDEN DALLAH",https://www.xerjoff.com/3119-large_default/discovery-set-naxos-alexandria-golden-dallah.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/xerjoff-discovery-set/9673-discovery-set-naxos-alexandria-golden-dallah.html
Accento,"Indulge in the romance of Accento Xerjoff, a fruity scent with undeniably elegant flair.. Opening with top notes of fresh pineapple and hyacinth, this refined parfum has a classic heart of jasmine, iris and pink pepper.. A warm base of patchouli, amber and musk offers a classic undertone..",https://www.xerjoff.com/4790-large_default/accento-eau-de-parfum-100ml.jpg,Xerjoff,"[""pineapple hyacinth""]","[""iris pink pepper"", ""jasmine""]","[""amber"", ""musk vanilla"", ""patchouli"", ""vetiver""]",https://www.xerjoff.com/xerjoff-vibe-collection/10460-accento-eau-de-parfum-100ml.html
Birdie,"The Join the Club collection of Xerjoff perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these fragrances, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. Luxury is the secret ingredient with Birdie, Xerjoff's tribute to the world of golf..",https://www.xerjoff.com/3208-large_default/birdieeau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/237-birdieeau-de-parfum-50ml-8033488155216.html
Zefiro,"Get lost in the mystery of Zefiro, our homage to Rome and its rich Baroque history.. Spicy and oriental in character, this intense perfume opens with top notes of bergamot, davana and elemi.. The nose is enticed in deeper with a complex heart of cardamom, carnation and iris that leads to a traditional base of oud and amber..",https://www.xerjoff.com/3151-large_default/zefiro-eau-de-parfum.jpg,Xerjoff,"[""bergamot"", ""davana"", ""elemi"", ""wine must""]","[""cardamom"", ""carnation"", ""cinnamon"", ""iris""]","[""amber"", ""incense"", ""oud""]",https://www.xerjoff.com/xerjoff-1861-collection/202-zefiro-eau-de-parfum.html
Fiore D’Ulivo,"Be transported to the beautiful landscape of an olive grove, with the sweet sound of the Mediterranean shores lifting your spirits.
Undeniably floral in character, this magical springtime scent conjures a joyful mood, with fresh lotus flower top notes leading to a heart of olive flowers and jasmine absolute.
Benzoin, amber and musk offer a warm base accord.",https://www.xerjoff.com/3783-large_default/fiore-ulivo-eau-de-parfum-100ml.jpg,Xerjoff,"[""basil leaves"", ""lemon zest"", ""lotus flowers""]","[""jasmine absolute""]","[""amber"", ""benzoin"", ""musk""]",https://www.xerjoff.com/fiore-dulivo/375-fiore-ulivo-eau-de-parfum-100ml.html
Elixir,"Inspired by ancient tales of life-giving elixirs that grant immortality, this scent has a woody, sweet accord of gurjun balsam and resinous cade.
Earthy and warm, Elixir has a pure heart with a sensual base of amber and labdanum.",https://www.xerjoff.com/4570-large_default/elixir-oil-15ml.jpg,Xerjoff,"[""copaiba balsam"", ""rose""]","[""cade"", ""cypriol"", ""estragole"", ""labdanum""]","[""amber"", ""gurjum balsam""]",https://www.xerjoff.com/k-collection/10127-elixir-oil-15ml.html
Richwood,"Part of the XJ 17/17 collection inspired by the minerals and semi-precious stones on display at London's Natural History Museum, Xerjoff Richwood is evocative of a vintage wine. Woody in character with an irresistibly sensual undertone, this warm scent has top notes of bergamot and grapefruit that lead to a heart of rose absolute and geranium leaves.
In Richwood by Xerjoff the earthy base notes of patchouli, vanilla and musk invite the nose in further to experience its rich splendour.",https://www.xerjoff.com/3467-large_default/richwoodparfum-100ml.jpg,Xerjoff,"[""bergamot"", ""bourgeons cassis"", ""grapefruit"", ""mandarine peel""]","[""geranium leaves"", ""rose absolute""]","[""amber coumarin"", ""cistus labdanum"", ""musks"", ""patchouli"", ""vanilla""]",https://www.xerjoff.com/1717-stone-label/391-richwoodparfum-100ml.html
Fatal Charme,"The Join the Club collection of perfumes represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these fragrances, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. High fashion reigns supreme with Fatal Charme Xerjoff, a fascinating powdery and floral  scent  that mimics the luxurious world of couture..",https://www.xerjoff.com/3238-large_default/fatal-charmeeau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/238-fatal-charmeeau-de-parfum-50ml-8033488155223.html
Opera,"The extravagant beauty of Opera has to be experienced to be believed.. Turkish Rose top notes immediately captivate while warming leather and amber sit at the heart, blended with accords of ylang-ylang and nutmeg.. Basenotes of patchouli, vanilla and Haitian vetiver add a depth that can’t be ignored..",https://www.xerjoff.com/4780-large_default/opera-eau-de-parfum-50ml.jpg,Xerjoff,"[""fruity basket turkish rose""]","[""leather amber"", ""nutmeg"", ""ylang-ylang""]","[""haitian vetiver musk"", ""patchouli"", ""vanilla""]",https://www.xerjoff.com/xerjoff-vibe-collection/10459-opera-eau-de-parfum-50ml.html
Warda Al Oud,"Warda al Oud opens with pungent osmanthus and seductive jasmine. Hints of Cambodian oud and tobacco notes are married to bitter roses and establish their auburn scent reign.
Warda al Oud is an attar composition of condensed metallic rose embracing the smoky oud and musk which intensifies the incense.",https://www.xerjoff.com/4826-large_default/warda-al-oudattar-oil-15ml.jpg,Xerjoff,"[""bergamot""]","[""bulgarian damascus rose"", ""jasmine"", ""osmanthus""]","[""amber musk"", ""cambodian oud"", ""vanilla""]",https://www.xerjoff.com/xj-oud/10470-warda-al-oudattar-oil-15ml-8033488152659.html
'Ilm,"Taking its name from the Arabic word for knowledge, Ilm is a tribute to the golden age of chemistry.
A simple yet intoxicating blend of aged oud, with gurjum, cedar and amber, Ilm is warm and sweet set alight with flaming balsamic notes.",https://www.xerjoff.com/4565-large_default/ilm-parfum-50ml.jpg,Xerjoff,"[""australian sandalwood""]","[""ambergris"", ""oakmoss""]","[""amber""]",https://www.xerjoff.com/k-collection/10128-ilm-parfum-50ml.html
Oud Luban,"Oud Luban is a traditional attar blend that borrows spine-shivering pepper, Bulgarian rose and orange blossom within a precisely measured concoction of Indian and Cambodian ouds.
Incense and earthy vetiver uplift the smoky boundaries of the oud blend.",https://www.xerjoff.com/5166-large_default/oud-luban-attar-oil-15ml.jpg,Xerjoff,"[""black pepper"", ""extract of bulgarian rose""]","[""cambodian oud"", ""orange blossom""]","[""cedar wood"", ""hindi oud"", ""omani incense"", ""vetiver""]",https://www.xerjoff.com/xj-oud/197-oud-luban-attar-oil-15ml-8033488152642.html
Regio,"Regio Casamorati is a memorable voyage carried across fresh sea breezes, with an oriental spicy character.Both woody and floral in spirit, this irresistible perfume is a blooming bouquet of exquisite spices and rare, precious wood, offering a unique take on traditional florals.Fresh lemon flowers and Calabrian bergamot travel to a distinctive heart of cloves, Damascus rose and geranium bourbon.In Regio Casamorati warm base notes of white musk and vanilla beans from Zanzibar reveal their complex character as time goes by.An inspiring   vintage scent that celebrates the ancient art of Italian perfumery.",https://www.xerjoff.com/5453-large_default/regioeau-de-parfum-30ml.jpg,Xerjoff,"[""lemon flowers""]","[""ylang-ylang""]","[""white musk""]",https://www.xerjoff.com/casamorati/282-regioeau-de-parfum-30ml-8033488154561.html
Tempest,"Inspired by the Shakespearean play of the same name, Tempest is an inspiring tale of sorcery and alchemy.. Scattered with the lightest notes of zesty citrus and ginger, it leads the nose towards bright elemi resin for an unexpected twist.. With a classic base of patchouli, vetiver, sandalwood and oud, Tempest Kemi is a truly intoxicating scent..",https://www.xerjoff.com/4590-large_default/tempest-oil-15ml.jpg,Xerjoff,"[""bergamot reggio calabria"", ""brazilian orange"", ""bulgarian lavender"", ""elemi"", ""ginger"", ""lemon""]","[""amberwood"", ""bulgarian rose"", ""indian jasmine sambac""]","[""amber"", ""australian sandalwood"", ""haitian vetiver"", ""musk""]",https://www.xerjoff.com/k-collection/10134-tempest-oil-15ml-8054320901020.html
Ivory Route,"The Xerjoff Join The Club collection represents a series of exclusive clubs, from art and poetry to yachting and golf.. In keeping with the rare nature of these Xerjoff perfumes, ingredients are kept a closely guarded secret, instead inviting the wearer to immerse themselves in the imagined world.. Explorers unite with Ivory Route, Xerjoff's tribute to the world of travel..",https://www.xerjoff.com/3244-large_default/ivory-routeeau-de-parfum-50ml.jpg,Xerjoff,[],[],"[""welcome""]",https://www.xerjoff.com/jtc-join-the-club/239-ivory-routeeau-de-parfum-50ml-8033488155230.html
La Tosca,"Inspired by the master composer, Giacomo Puccini, La Tosca Casamorati is immediately evocative of the splendour of Italian opera.. Floral and aromatic, the nose opens to top notes of cold-pressed Italian lemon and green mandarin.. A distinctive heart of eucalyptus and violet leaves leads to a warm earthy base of patchouli, musk and amber..",https://www.xerjoff.com/3807-large_default/la-toscaeau-de-parfum-30ml.jpg,Xerjoff,[],"[""bulgarian rose""]","[""patchouli""]",https://www.xerjoff.com/la-tosca/290-la-toscaeau-de-parfum-30ml-8033488154585.html
Ceylon,"Ceylon by Xerjoff is a deliciously sensual journey to the teardrop of India, setting the senses alight with every twist and turn.
Classically oriental in character of Ceylon, it opens to warm honey, fresh bergamot and jasmine sambac from India, delicately trailing into an enticing heart of black tea, Malaysian oud and Indian sandalwood.
A suitably warm base of Madagascan vanilla, amber and musk comes to life on the skin, revealing its complex and intoxicating character as time goes by.",https://www.xerjoff.com/3290-large_default/ceylonparfum-50ml.jpg,Xerjoff,"[""honey""]","[""blend of malaysan ouds"", ""indian sandalwood""]","[""amber musk""]",https://www.xerjoff.com/oud-stars/186-ceylonparfum-50ml-8033488157234.html
Jãbir,"Jābir is our tribute to Jabir ibn Hayyan, the father of alchemy.
Famed for his incomparable contribution to the scientific world and a prolific inventor, Jābir serves as the most inspiring muse.
Combining floral notes of peony, lily of the valley and Bulgarian rose with Haitian vetiver and oud, this stunning scent is a rare and precious journey through the alchemic world.",https://www.xerjoff.com/4560-large_default/jabir-parfum-50ml.jpg,Xerjoff,"[""bulgarian rose"", ""peony""]","[""bulgarian rose"", ""muguet"", ""peony""]","[""haitian vetiver"", ""musk""]",https://www.xerjoff.com/k-collection/10129-jabir-parfum-50ml.html
Casafutura,"Futurism was an Italian Art Movement in the early 20th century, between 1908 to 1944, which aimed to capture the dynamism and energy of the modern world in art form.
The futurists were all focused in the latest developments in science and philosophy, and particularly fascinated with aviation and cinematography.
Casamorati celebrated with CASAFUTURA this important artistic period to celebrate modernity, technology and romanticism in a single perfume blend.",https://www.xerjoff.com/4289-large_default/casafutura.jpg,Xerjoff,"[""eucalyptus"", ""rosemary"", ""bergamot"", ""lavender""]","[""diphylleia grayi"", ""geranium"", ""patchouli"", ""rose""]","[""cedarwood"", ""musk"", ""sandalwood""]",https://www.xerjoff.com/casafutura/9779-casafutura-8054320900108.html
