name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
O’Vesù,"O’VesùExtrait de Parfum 100 mlCollection:Tiziana Terenzi, VulcaniTiziana Terenzi’s new ‘Vulcani’ collection is a primordial creation that captures the essence of the indomitable Vesuvius.
This fragrance is not just an essence, but a journey, a liquid epic that encapsulates the mystery and grandeur of Italy’s most famous volcano.
The craftsmanship of Paolo and Tiziana Terenzi is evident in the way the perfume evolves on the skin, at times a warm, enveloping embrace, at others a cool breeze reminiscent of early morning on the rocky slopes.
The creation encapsulates a piece of land scorched by the sun and enriched by history.
O’ Vesù appeals to those who dare to approach fire without fear of being consumed, to those who wish to carry with them the echo of a powerful and ever-changing land.
The design of the bottle itself is a tribute to the beauty of Vesuvius, with lines that evoke its majesty and grandeur, and a cap texture that seems to capture the hardness and darkness of the volcano’s ash.
It is a collector’s item, as precious as the fragrance it contains.
The creation opens with citrus notes, with Neapolitan Grapefruit shining through thanks to its vibrant citrus acidity.
Alongside, Peruvian Pink Pepper dances with a spicy and slightly sweet touch, while Amalfi Rhubarb adds an unusual, almost crystalline acidic freshness that teases the senses in a delicious prelude.
This captivating head rests on an opulent, sweet heart.
Indian Jasmine Petals unfurl their opulent floral sweetness to weave a ribbon of fragrance that envelops and seduces.
Italian Leather introduces a rich, earthy texture that evokes craftsmanship and tradition, while Ambergris adds a mysterious, deep warmth.
Finally, Vesuvius Lava Stone carries with it a primordial force, a fiery reminder of its wild, volcanic origins.
The strength of this creation is built on a very structured foundation.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_VULOVE_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""grapefruit"", ""sandalwood"", ""cedar"", ""vetiver"", ""birch"", ""pepper"", ""pink pepper"", ""ambergris"", ""leather""]","[""jasmine"", ""sandalwood"", ""cedar"", ""vetiver"", ""birch"", ""ambergris"", ""leather""]","[""sandalwood"", ""cedar"", ""vetiver"", ""birch""]",https://terenziboutique.com/en/product/ovesu/
Bigia,"BigiaExtrait de Parfum 100 mlCollection:Anniversari Gold, Tiziana TerenziThis extrait originates from the creativity of Grandpa Gumìn and is dedicated to Donna Luigia, his beloved wife.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_BIG_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""magnolia"", ""oud"", ""agarwood"", ""saffron"", ""amber"", ""musk"", ""passion fruit""]","[""rose"", ""magnolia"", ""oud"", ""agarwood"", ""amber"", ""musk""]","[""oud"", ""agarwood"", ""amber""]",https://terenziboutique.com/en/product/bigia/
Foconero,"FoconeroExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziThe creation contained in the black bottle of the classic collection is inspired by a journey to one of the most beautiful gulfs in Italy.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_FOC_A-600x635.jpg,Tiziana Terenzi,"[""lily"", ""lily of the valley"", ""bergamot"", ""lemon"", ""lime"", ""sandalwood"", ""patchouli"", ""cardamom"", ""thyme"", ""lavender"", ""moss""]","[""cardamom"", ""musk""]","[""sandalwood"", ""patchouli"", ""moss""]",https://terenziboutique.com/en/product/foconero/
Tabit,"TabitExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarThe work enclosed in this Extrait de Parfum is molded while traveling on the wings of a dream.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_TAB_A-600x635.jpg,Tiziana Terenzi,"[""coconut"", ""leaves""]","[""musk"", ""vanilla"", ""coconut"", ""peach""]",[],https://terenziboutique.com/en/product/tabit-2/
Cassiopea,"CassiopeaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaThis composition was born from a trip in the family holiday home, where, in the company of the whole family, Tiziana and I spent happy days running in the woods, listening to Grandfather's stories about plants and flowers, playing at recognising their scents.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_PEA_A-600x635.jpg,Tiziana Terenzi,"[""lily"", ""passion fruit""]","[""lily"", ""lily of the valley"", ""carnation"", ""sandalwood"", ""tea""]","[""sandalwood""]",https://terenziboutique.com/en/product/cassiopea/
Saiph,"SaiphAttar 13 mlCollection:Tiziana Terenzi, Luna Star AttarThe creation contained in this attar was born from a journey of exploration, which the mind accomplishes through memories that come together in the childish dream of a fairy country.",https://terenziboutique.com/wp-content/uploads/2020/06/TTATT_SAI_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""bergamot"", ""lemon"", ""cedar"", ""vetiver"", ""patchouli"", ""musk"", ""vanilla"", ""passion fruit""]","[""cedar"", ""vetiver"", ""patchouli"", ""musk"", ""vanilla"", ""passion fruit""]","[""vetiver"", ""patchouli"", ""musk"", ""vanilla""]",https://terenziboutique.com/en/product/saiph-2/
Dubhe,"DubheExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoThe third chapter of the Assoluto Collection is Dubhe, star of the Ursa Major constellation and rich in history and secrets.",https://terenziboutique.com/wp-content/uploads/2020/06/TTASS_DUB_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""geranium"", ""sandalwood"", ""cedar"", ""oud"", ""saffron"", ""amber"", ""musk"", ""vanilla""]","[""sandalwood"", ""cedar"", ""oud"", ""amber"", ""musk"", ""vanilla""]","[""sandalwood"", ""amber"", ""musk""]",https://terenziboutique.com/en/product/dubhe/
Siené,"SienéExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziDuring a journey of discovery of the most beautiful places in Italy and, above all, of the marvels of Tuscany, we came across one of
the oldest and most important cities of the Renaissance - Siena.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_SIE_A-600x635.jpg,Tiziana Terenzi,"[""iris"", ""sandalwood"", ""patchouli"", ""cypress"", ""amber"", ""myrrh"", ""musk"", ""leather"", ""honey""]","[""iris"", ""sandalwood"", ""patchouli"", ""amber"", ""myrrh"", ""musk"", ""leather"", ""honey""]","[""sandalwood"", ""amber"", ""musk"", ""honey""]",https://terenziboutique.com/en/product/siene/
Arrakis,"ArrakisExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarThe journey continues amidst the stars of the constellations of Paolo and Tiziana's memories.
 Drops of pure emotion encapsulated by the Luna collection expand into a deeper cosmos to meet the brightest, remotest stars, exploring new frontiers of artistic perfumery and pursuing the dream of Icarus to turn the fantasies of children into feathered wings.
 Arrakis, a binary star system in the Draco constellation, was the inspiration for this exploration into the varied spectrum of an olfactory pyramid conceived to create new light and unpredictable emotive sensations.
Just as the Arrakis system is made of two counterpoised, equal stars, this fragrance has two distinct characters of contrasting intensity that reveal themselves to only the most expert connoisseur.
 The creation opens with an explosion of precious, elegant citrus notes predominated by the potent fragrance of grapefruit from Sicily’s Conca d’Oro.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_ARR_A-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""lemon"", ""grapefruit"", ""vetiver"", ""patchouli"", ""guaiac wood"", ""saffron"", ""amber"", ""musk"", ""tonka bean"", ""rosemary"", ""thyme"", ""tobacco""]","[""vetiver"", ""patchouli"", ""guaiac wood"", ""amber"", ""musk"", ""tonka bean"", ""tobacco""]","[""amber"", ""musk"", ""tonka bean""]",https://terenziboutique.com/en/product/arrakis/
Casanova,"CasanovaExtrait de Parfum 100 mlCollection:Anniversari Gold, Tiziana TerenziThe most romantic stop on this wonderful journey is Venice, where the fire of seduction still burns in the fireplaces of the beautiful eighteenth-century buildings, mysterious villas of undiminished charm, frequented by the famous Casanova whose presence can still be felt, if you pay proper attention to small signs.
The memory of a winter's evening during the famous Carnival in Venice, inspired by a mysterious and ethereal Muse, the City of Doges.",https://terenziboutique.com/wp-content/uploads/2020/05/TTPROF_CAS2021_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""bergamot"", ""guaiac wood"", ""cardamom"", ""pepper"", ""pink pepper"", ""amber"", ""myrrh"", ""musk"", ""ambergris"", ""leather"", ""vanilla"", ""tonka bean"", ""powder""]","[""guaiac wood"", ""cardamom"", ""pepper"", ""pink pepper"", ""amber"", ""myrrh"", ""musk"", ""ambergris"", ""leather"", ""vanilla"", ""tonka bean""]","[""guaiac wood"", ""amber"", ""musk"", ""tonka bean""]",https://terenziboutique.com/en/product/casanova/
Hao,"HaoExtrait de Parfum 100 mlCollection:Anniversari Gold, Tiziana TerenziHao is a poetic tribute to eternal love, a delicate and poignant commemoration of the 700th anniversary of Marco Polo’s death.
This fragrance tells  the mysterious legend of a love born within the ancient walls of Imperial China, where destiny intertwined the lives of Marco Polo and the sweet Hao Dong, daughter of Emperor Kublai Khan and granddaughter of the feared Genghis Khan.
The story chronicles a magical encounter, a case of love at first sight that occurred when, on hearing Hao’s melodious voice as she sang from the balcony, Marco was enraptured by a passion that left a lasting mark on his heart.
With her ethereal beauty and enigmatic charm, Hao Dong became the love of Marco Polo’s life.
Their strong, deep bond led them to live together in the court of Kublai Khan, joining together two distant worlds.
Hao followed Marco when he returned to Venice, leaving behind her homeland forever.
But their love story came up against misunderstanding and prejudice in the Italian city.
Hao could only find solace in her voice, singing softly to evoke memories of her beloved land.
To this day, their love remains shrouded in mystery, a bridge between two cultures and a testament to a bond that stood the test of time.
Hao opens with bright, delicate notes, Sicilian Orange Blossom lends a citrusy freshness, Chinese Lotus Flower evokes the serenity of oriental lakes, while Florentine Iris adds a touch of elegance and mystery.
In the heart of the fragrance, Australian Sandalwood and Madagascar Vanilla blend in a warm and enveloping embrace.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_HAO_A-600x635.jpg,Tiziana Terenzi,"[""orange blossom"", ""orange"", ""sandalwood"", ""musk"", ""ambergris"", ""vanilla"", ""caramel""]","[""sandalwood"", ""musk"", ""ambergris"", ""vanilla"", ""caramel""]","[""musk""]",https://terenziboutique.com/en/product/hao/
Il Piacere,"Il PiacereExtrait de Parfum 100 mlCollection:Anniversari Gold, Tiziana TerenziIl Piacere is considered the greatest work of Poet Gabriele D'Annunzio
It tells the story of Andrea Sperelli, a wealthy and aristocratic devotee of art in all its facets, prone to the pleasures of everyday life, imbued with the conviction that ""onemust make one's life into a work of art.""
In this work, the poet breaks the conventional moulds of the time, as does this fragrance, which celebrates pleasure in all its facets without ever losing the focus on beauty in the fulfilment of a great aesthetic quest.
The refined seduction of Rose combines with the fresh vitality of Bergamot and the more daring green notes of Artemisia and Mediterranean Hedychium, to combine with the warm power of Saffron and the sweetness of Peach...",https://terenziboutique.com/wp-content/uploads/2024/03/TTPROF_PIA_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""lily"", ""peony"", ""orange blossom"", ""lily of the valley"", ""orange"", ""guaiac wood""]","[""jasmine"", ""violet"", ""peony"", ""ylang ylang"", ""orange blossom"", ""orange"", ""sandalwood"", ""guaiac wood"", ""musk"", ""ambergris"", ""vanilla""]","[""ylang ylang"", ""sandalwood"", ""musk"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/il-piacere/
Deriva,"DerivaEXTRAIT DE PARFUM LINEA TT 100 ML DERIVACollection:Tiziana Terenzi, Sea StarsIn the world of seafaring, the Italian word ‘deriva’ means drift, and refers to the motion of a vessel without a course, moving at the mercy of the waves and the current.
An uncontrolled movement, in other words the loss of control over our will, without a precise direction, floating towards an unknown destination.
At times, this travelling is relaxed like on sunny days, in the absence of wind and with calm waters.",https://terenziboutique.com/wp-content/uploads/2023/06/TTPROF_DER_A-1-600x635.jpg,Tiziana Terenzi,"[""gardenia"", ""geranium"", ""bergamot"", ""lemon"", ""sandalwood"", ""patchouli"", ""cardamom"", ""pepper"", ""pink pepper"", ""vanilla"", ""tonka bean"", ""raspberry"", ""lavender"", ""leaves"", ""tobacco""]","[""gardenia"", ""geranium"", ""sandalwood"", ""patchouli"", ""pepper"", ""pink pepper"", ""vanilla"", ""tonka bean"", ""raspberry"", ""leaves"", ""tobacco""]","[""sandalwood"", ""vanilla"", ""tonka bean"", ""leaves"", ""tobacco""]",https://terenziboutique.com/en/product/deriva/
Lince,"LinceExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaOn a particularly dark, cold, late winter night on the very cusp of spring, Paolo and Tiziana were in Palermo with their grandfather Guglielmo and the whole family.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_LIN_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""iris"", ""orange blossom"", ""bergamot"", ""orange"", ""grapefruit"", ""sandalwood"", ""ambergris"", ""vanilla"", ""fig"", ""tea"", ""green tea""]","[""rose"", ""jasmine"", ""iris"", ""orange blossom"", ""orange"", ""sandalwood"", ""ambergris"", ""vanilla"", ""fig""]","[""sandalwood"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/lince/
Draconis,"DraconisExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarDraconis, the most sun-like star known in the heavens, is a tantalizing mystery for scientists all over the world, who have always wondered whether it may harbor the extra-terrestrial life they are searching for.
A star as magical and mysterious as the fragrance that it has inspired.
The olfactory pyramid of Draco is yet another star in the Tiziana Terenzi collection, exploring the infinite marvels of many possible combinations of its precious natural essences!
A heady equilibrium between contrasting, complementary fragrances which opens with ebullient, fresh top notes of potent Calabrian bergamot and precious Sicilian grapefruit accentuated by Matera Lemon and Basilicata neroli.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_DRAS_A-600x635.jpg,Tiziana Terenzi,"[""neroli"", ""bergamot"", ""lemon"", ""grapefruit""]","[""geranium"", ""vetiver"", ""patchouli"", ""pepper"", ""black pepper"", ""amber"", ""frankincense""]","[""vetiver"", ""patchouli"", ""amber"", ""frankincense""]",https://terenziboutique.com/en/product/draconis/
Spirito Fiorentino,"Spirito FiorentinoExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziOne of the most fascinating cities in the Bel Paese (Italy) is extraordinary Florence.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_SPI_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""lily"", ""magnolia"", ""ylang ylang"", ""orange"", ""sandalwood"", ""saffron"", ""amber"", ""musk"", ""oakmoss""]","[""magnolia"", ""ylang ylang"", ""sandalwood"", ""amber"", ""musk"", ""oakmoss""]","[""sandalwood"", ""musk"", ""oakmoss""]",https://terenziboutique.com/en/product/spirito-fiorentino/
Arethusa,"ArethusaExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziThe most carefree and joyful stop on this incredible journey is the beautiful Sicily, where History, Art and Nature are intertwined in an enchanting sea of emotions.",https://terenziboutique.com/wp-content/uploads/2020/05/TTPROF_ARE_A-600x675.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""orange blossom"", ""orange"", ""grapefruit"", ""sandalwood"", ""vetiver"", ""patchouli"", ""ginger"", ""saffron"", ""plum"", ""fig"", ""marine""]","[""rose"", ""jasmine"", ""orange blossom"", ""orange"", ""grapefruit"", ""sandalwood"", ""vetiver"", ""patchouli"", ""saffron"", ""marine""]","[""vetiver"", ""patchouli"", ""marine""]",https://terenziboutique.com/en/product/areth/
Rivèa,"RivèaExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziOn a trip to the Ligurian Riviera, Paolo and Tiziana were inspired by a place of natural beauty that combines the elegance and uniqueness of Italian style: Portofino.
Strolling along the shores of this magnificent village, remembering the energy and magic of the dancing flames of the San Giorgio bonfire and thinking back to their childhood memories and the sea, which had always been a fundamental element in the most important moments of their lives and an endless source of inspiration for creativity, the idea for a new perfume was born.
The Terenzi siblings were fascinated by one of the most recognisable features of Portofino: its crescent-shaped bay, framed by green hills that offer awe-inspiring views and a spectacle of beauty that takes your breath away.
The Riviera of the 1960s was characterised by the elegance of the Italian dolce vita and the life of the all-Italian playboys, known as Les Italiens, who were taking over the Riviera at that time to the cry of “Bare feet, jeans, hair in the wind and go!”
The picturesque bays and golden beaches became places where you could live out the dream of la dolce vita.",https://terenziboutique.com/wp-content/uploads/2023/10/TTPROF_RIV_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""lemon"", ""saffron""]","[""sandalwood"", ""vetiver"", ""patchouli"", ""cypress"", ""ambergris"", ""seaweed""]","[""sandalwood"", ""cypress"", ""ambergris""]",https://terenziboutique.com/en/product/rivea/
Ixbeta,"IxbetaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarIxbeta was born on a night of magic and wonder under a crystal clear May sky.
On that enchanted evening, Paolo and Tiziana looked out over the flower-filled hills of their land, lost in the silent dance of the Lynx constellation.
The star Beta shone with unexpected strength in a dark region of the sky, where stars are shy and rare..
This celestial spectacle inspired the two siblings to create Ixbeta, a fragrance that embodies the brightness and tenacity of a star struggling to shine in the darkness of the night.
Ixbeta is a tribute to those who never give up, to those who find their inner light even in the blackest darkness.
Like the star Beta in the Lynx constellation, this fragrance shines with intensity and determination.
It is an invitation to explore new olfactory combinations: Ixbeta can be combined with other Lynx constellation fragrances to create even more fascinating, surprising symphonies of light.
Journey to the Lynx constellation and you will discover the art of intergalactic layering through the stellar alchemy of perfumes inspired by the constellation: Lince, Uxalpha, Ixbeta and Lincys.
The top notes of Ixbeta open with an explosion of citrusy freshness: Calabrian Bergamot, Sicilian Orange and Sorrento Lemon intertwine their sun-kissed essences, while Indian Cardamom adds a sophisticated, intriguing spice.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_IXB_A-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""lemon"", ""orange"", ""cardamom""]","[""rose"", ""jasmine"", ""violet"", ""geranium"", ""sandalwood"", ""pepper"", ""pink pepper"", ""musk"", ""ambergris"", ""peach"", ""raspberry"", ""oakmoss""]","[""ambergris"", ""oakmoss"", ""talc""]",https://terenziboutique.com/en/product/ixbeta/
Talitha,"TalithaPerfume Extract 13 mlCollection:Tiziana Terenzi, Luna Star AttarFrom the constellation Ursa Major, we recognise a bright star, with an exotic and mysterious name, that has always fascinated dreamers who love to scan the vault of heaven in search of the fire of the stars, just as Paolo and Tiziana loved to do as children with their grandfather, Guglielmo.",https://terenziboutique.com/wp-content/uploads/2024/03/TTATT_TAL_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""ylang ylang"", ""bergamot"", ""lemon"", ""grapefruit"", ""cedar"", ""vetiver"", ""guaiac wood"", ""cinnamon"", ""cardamom"", ""nutmeg"", ""ambergris"", ""leather"", ""leaves""]","[""rose"", ""ylang ylang"", ""cedar"", ""vetiver"", ""guaiac wood"", ""cinnamon"", ""cardamom"", ""nutmeg"", ""ambergris"", ""leather""]","[""cedar"", ""vetiver"", ""guaiac wood""]",https://terenziboutique.com/en/product/talitha-3/
Cubia,"CubiaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Sea StarsIn naval jargon the ""cubia eyes"" indicate the hole located in the bow area of the ship, through which both the anchor chain and the mooring lines pass.",https://terenziboutique.com/wp-content/uploads/2020/10/TTPROF_CUB_A-7-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""lemon"", ""orange"", ""cedar"", ""patchouli"", ""peach""]","[""cedar"", ""patchouli"", ""peach""]","[""cedar"", ""patchouli""]",https://terenziboutique.com/en/product/cubia/
Tempel,"TempelExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometJust like these grandiose mysteries, the creation to which this comet offers the name, opens with a delicate, yet at the same time, opulent head.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_TEM_A-600x635.jpg,Tiziana Terenzi,"[""lily"", ""magnolia"", ""lily of the valley"", ""oud""]","[""lily"", ""lily of the valley"", ""oud""]","[""lily"", ""lily of the valley"", ""oud""]",https://terenziboutique.com/en/product/tempel/
Borea,"BoreaExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziThe delightful City of Flowers, as it is known in Italy, is encircled by terraces where every known variety of flower is grown, such as
jasmine, magnolia, lily of the valley, freesia, countless varieties of rose and the highly prized and practically unique tuberose.
This magical city is embraced by the towering Maritime Alps, which contribute to the special climate of this place and convey a
sense of raw beauty in the contrast between the immensity of the mountain peaks and the immensity of the sea.
The city is also renowned for its villas, with their extravagant, unique architecture and Italian gardens bursting with opulent, rare
and intensely scented flowers.
Delightfully manicured hedges create romantic labyrinths in which seductive scents pervade the air.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_BOR_A-600x635.jpg,Tiziana Terenzi,[],"[""rose"", ""jasmine"", ""lily"", ""iris"", ""magnolia"", ""freesia"", ""tuberose"", ""lily of the valley"", ""sandalwood"", ""musk"", ""vanilla"", ""oakmoss""]","[""sandalwood"", ""musk"", ""vanilla"", ""oakmoss""]",https://terenziboutique.com/en/product/borea/
Ecstasy,"EcstasyExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziThe most intense journey into the “sacred fire”of the soul, in search of total authenticity in the suspended gravity of absolute beauty.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_ECS_A-600x635.jpg,Tiziana Terenzi,"[""frankincense""]","[""rose"", ""violet"", ""sandalwood"", ""patchouli"", ""amber"", ""tonka bean""]","[""sandalwood"", ""amber"", ""tonka bean""]",https://terenziboutique.com/en/product/ecstasy/
Draco,"DracoExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaThis journey starts in one of the most amazing and mysterious places that Italy hosts or perhaps I should say hides: Matera is known as the city of the Stones, because of the peculiar and unique nature of its historical centre.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_DRA_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""magnolia"", ""bergamot"", ""lemon"", ""orange"", ""cedar"", ""patchouli"", ""musk"", ""vanilla"", ""pear"", ""peach""]","[""jasmine"", ""magnolia"", ""cedar"", ""patchouli"", ""musk"", ""vanilla"", ""pear"", ""peach""]","[""musk"", ""vanilla"", ""pear""]",https://terenziboutique.com/en/product/draco/
Orion,"OrionExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaAs children during the hot, sunny days of summer, Tiziana and I spent most of our time with our grandfather in the countryside.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_ORI_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""bergamot"", ""patchouli"", ""oud"", ""agarwood"", ""birch"", ""amber"", ""musk"", ""apple"", ""thyme""]","[""jasmine"", ""patchouli"", ""oud"", ""agarwood"", ""birch"", ""amber"", ""musk"", ""thyme""]","[""oud"", ""agarwood"", ""amber"", ""musk""]",https://terenziboutique.com/en/product/orion/
Sirrah,"SirrahAttar 13 mlCollection:Tiziana Terenzi, Luna Star AttarSirrah is a very famous star in the constellation of Andromeda whose regal destiny is soon to become a Red Giant.",https://terenziboutique.com/wp-content/uploads/2020/06/TTATT_SIR_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""sandalwood"", ""patchouli"", ""birch"", ""cardamom"", ""saffron"", ""amber"", ""leather"", ""passion fruit""]","[""rose"", ""sandalwood"", ""patchouli"", ""birch"", ""cardamom"", ""amber"", ""leather""]","[""sandalwood"", ""patchouli"", ""birch"", ""leather""]",https://terenziboutique.com/en/product/sirrah-2/
Abbrivio,"AbbrivioEXTRAIT DE PARFUM LINEA TT 100 ML ABBRIVIOCollection:Tiziana Terenzi, Sea StarsIn the nautical world, the Italian word ‘abbrivio’ means headway and refers to the inertial motion of a boat.
When a boat starts to move, in fact, its thrusters have to overcome an immense inertia, generated by the weight and shape of the boat itself, immersed in the water.
Let us imagine Telea’s unfurled sails swelling to pull the mast fixed to its deck forward, thanks to the sheer power of the wind, but in moments that sometimes seem eternal, nothing happens and the boat remains motionless; then suddenly and with a momentum of its own, not governed by man, the boat generates motion.
This thrust is the headway: difficult to get going, but then almost unstoppable.
There are two types of headway, increasing and decreasing, both of which are daughters of the same mother and which a good sailor must come to terms with in order to sail safely.
The headway is a magic trick of motion that has always fascinated seafarers because of its beauty that is not fully revealed and is ever changing and fickle depending on the weather conditions.
Every boat has its own soul and therefore its own headway, which can never be the same as any other.
A kind of inimitable, unique fingerprint, just as the creation inspired by it is inimitable and unique.
This magical and unpredictable, mysterious and inexplicable force is fully encapsulated in the Starfish Collection bottle.
Just like the force of the unstoppable headway that can only be controlled by expert hands, this creation can be discovered by profound connoisseurs of the art of perfumery.
Abbrivio opens with a fresh, frothy, fruity bouquet, thanks to the scent of Brazilian Orange with Dolomite Blackcurrant and Romagna Strawberry, emphasised by the aromatic hint of Mediterranean Santolina.
The unpredictable and evolving head settles into an even more trembling and untamed heart where, from the outset, the seductive force of Ambergris is felt, combined with the contrast of Coumarin and Adriatic Seaweed, softened by the persuasiveness of Amazonian Tonka Bean and Cuban Cane Sugar.
The base of this mysterious creation is firmly rooted in the strong notes of Atlas Cedar and Singapore Patchouli, strengthened by the regal presence of Tuscan Oak and Australian Sandalwood, then emphasised by the persuasive combination of Romagna Oak Moss and Musk.
Abbrivio encapsulates the mysterious force of motion generated by obscure forces that reverberate in the lapping water like magical effluvia capable of seducing and bewitching, for those who are not afraid to venture into the coral blue of life.More informationLess informationOlfactory PyramidTop Notes:Brazilian Orange, Dolomite Blackcurrant, Mediterranean Santolina and Romagna StrawberryHeart Notes:Ambergris, Coumarin, Adriatic Seaweed, Amazonian Tonka Bean and Cuban Cane SugarBase Notes:Singapore Patchouli, Atlas Cedar, Tuscan Oak, Australian Sandalwood, Romagna Oak Moss and MuskIngredientsIngredienti/Ingredients: Alcohol Denat., Parfum (Fragrance), Limonene, Coumarin, Geraniol, Hydroxycitronellal, Alpha-Isomethyl Ionone, Farnesol, Citral, Citronellol, Anise Alcohol, LinaloolWarningsFlamable.",https://terenziboutique.com/wp-content/uploads/2023/06/TTPROF_ABB_A-1-600x635.jpg,Tiziana Terenzi,"[""orange"", ""sandalwood"", ""cedar"", ""patchouli"", ""ambergris"", ""tonka bean"", ""sugar"", ""strawberry"", ""moss"", ""seaweed""]","[""sandalwood"", ""cedar"", ""patchouli"", ""ambergris"", ""tonka bean"", ""sugar"", ""moss"", ""seaweed""]","[""sandalwood"", ""cedar"", ""patchouli"", ""moss""]",https://terenziboutique.com/en/product/abbrivio/
Nero Oudh,"Nero OudhExtrait de Parfum 100 mlCollection:Luna Special, Tiziana TerenziThis creation tells of a marvelous discovery that Tiziana and Paolo made during a fascinating childhood journey to the much loved and unique Italian city, Milan.",https://terenziboutique.com/wp-content/uploads/2022/08/TTPROF_NERO_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""magnolia"", ""geranium"", ""sandalwood"", ""cedar"", ""patchouli"", ""guaiac wood"", ""saffron"", ""amber"", ""musk"", ""vanilla""]","[""sandalwood"", ""cedar"", ""patchouli"", ""guaiac wood"", ""amber"", ""musk"", ""vanilla""]","[""sandalwood"", ""patchouli"", ""amber"", ""musk"", ""vanilla""]",https://terenziboutique.com/en/product/nero-oudh/
Leonis I,"Leonis IExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoThe Assoluto collection is growing, thanks to an extraordinary essence: Leonis I, named after a distant star that rises from the constellation of Leo.",https://terenziboutique.com/wp-content/uploads/2024/04/TTASS_LEO_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""orange"", ""sandalwood"", ""cedar"", ""nutmeg"", ""pepper"", ""black pepper"", ""saffron"", ""myrrh"", ""ambergris"", ""vanilla""]","[""jasmine"", ""sandalwood"", ""cedar"", ""nutmeg"", ""myrrh"", ""ambergris"", ""vanilla""]","[""sandalwood"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/leonis-i/
